player_ID;player_name;overall;club;league;nationality;position;age;height;weight
992;Iraizoz;77;Girona FC;LaLiga Santander;Spain;GK;37;191;89
993;Benaglio;77;AS Monaco Football Club SA;Ligue 1 Conforama;Switzerland;GK;35;194;89
994;Meier;77;Eintracht Frankfurt;Bundesliga;Germany;ST;35;196;96
995;Morgan;77;Leicester City;Premier League;Jamaica;CB;34;185;93
996;Burdisso;77;Torino;Calcio A;Argentina;CB;37;182;81
997;Britton;77;Swansea City;Premier League;England;CDM;36;167;65
998;García;77;UD Las Palmas;LaLiga Santander;Spain;CB;36;184;82
999;Iván Ramis;77;SD Eibar;LaLiga Santander;Spain;CB;33;188;82
1000;Pinola;77;River Plate;Primera División;Argentina;CB;35;184;81
1001;Berezutskiy;77;CSKA Moscow;Russian Football Premier League;Russia;CB;36;190;87
1002;Huntelaar;77;Ajax;Eredivisie;Holland;ST;35;186;80
1003;Verhaegh;77;VfL Wolfsburg;Bundesliga;Holland;RB;35;178;74
1004;Magnanelli;77;Sassuolo;Calcio A;Italy;CDM;33;181;79
1005;Hoolahan;77;Norwich City;EFL Championship;Republic of Ireland;CAM;36;168;71
1006;Jallet;77;OGC Nice;Ligue 1 Conforama;France;RB;34;178;70
1007;Davis;77;Southampton;Premier League;Northern Ireland;CM;33;173;70
1008;Clichy;77;Medipol Ba?ak?ehir FK;Süper Lig;France;LB;33;176;65
1009;Lennon;77;Everton;Premier League;England;RM;31;165;63
1010;Noble;77;West Ham United;Premier League;England;CM;31;180;76
1011;Zárate;77;Watford;Premier League;Argentina;ST;31;176;76
1012;Hoarau;77;BSC Young Boys;Raiffeisen Super League;France;ST;34;192;80
1013;Song;77;Rubin Kazan;Russian Football Premier League;Cameroon;CDM;31;185;74
1014;cnler;77;Medipol Ba?ak?ehir FK;Süper Lig;Switzerland;CDM;34;183;80
1015;Ménez;77;Antalyaspor;Süper Lig;France;ST;31;181;78
1016;Behrami;77;Udinese;Calcio A;Switzerland;CDM;33;185;78
1017;Davies;77;Derby County;EFL Championship;England;CB;33;188;89
1018;Sergio;77;RC Celta;LaLiga Santander;Spain;GK;32;179;75
1019;Charles;77;SD Eibar;LaLiga Santander;Brazil;ST;34;177;75
1020;Théréau;77;Fiorentina;Calcio A;France;LW;35;189;79
1021;Khune;77;Kaizer Chiefs;South African FL;South Africa;GK;31;181;81
1022;Jones;77;Feyenoord;Eredivisie;Australia;GK;36;194;76
1023;Ari;77;Lokomotiv Moscow;Russian Football Premier League;Brazil;ST;32;180;84
1024;Masiello;77;Atalanta;Calcio A;Italy;CB;32;184;82
1025;Sinclair;77;Celtic;Scottish Premiership;England;LM;29;173;63
1026;Cattermole;77;Sunderland;EFL Championship;England;CDM;30;178;76
1027;Krul;77;Brighton & Hove Albion;Premier League;Holland;GK;30;188;74
1028;Coentrão;77;Sporting CP;Liga NOS;Portugal;LB;30;179;66
1029;Maidana;77;River Plate;Primera División;Argentina;CB;33;185;86
1030;Schøne;77;Ajax;Eredivisie;Denmark;CM;32;176;75
1031;Hetemaj;77;Chievo Verona;Calcio A;Finland;CM;31;175;76
1032;Castán;77;Roma;Calcio A;Brazil;CB;31;186;80
1033;Javi Varas;77;Granada CF;LaLiga 1 I 2 I 3;Spain;GK;36;182;74
1034;Andreolli;77;Cagliari;Calcio A;Italy;CB;32;187;80
1035;Trejo;77;Rayo Vallecano;LaLiga 1 I 2 I 3;Argentina;CAM;30;180;79
1036;Andújar;77;Estudiantes de La Plata;Primera División;Argentina;GK;35;194;88
1037;Caicedo;77;Lazio;Calcio A;Ecuador;ST;30;183;84
1038;curica;77;Trabzonspor;Süper Lig;Slovakia;CB;36;188;86
1039;Ruíz;77;Sporting CP;Liga NOS;Costa Rica;LM;33;188;78
1040;Vieirinha;77;PAOK;Hellas Liga;Portugal;RM;32;172;73
1041;De Guzmán;77;Eintracht Frankfurt;Bundesliga;Holland;CAM;31;175;70
1042;Okaka;77;Watford;Premier League;Italy;ST;29;186;90
1043;Vormer;77;Club Brugge KV;Belgium Pro League;Holland;CM;30;178;81
1044;Kaboré;77;FC Krasnodar;Russian Football Premier League;Burkina Faso;CDM;30;183;78
1045;Da Silva;77;Stade Malherbe Caen;Ligue 1 Conforama;France;CB;30;184;82
1046;Luisinho;77;RC Deportivo;LaLiga Santander;Portugal;LB;33;171;67
1047;Hasebe;77;Eintracht Frankfurt;Bundesliga;Japan;CDM;34;180;72
1048;Rukavina;77;Villarreal CF;LaLiga Santander;Serbia;RB;34;177;74
1049;Cáceres;77;Hellas Verona;Calcio A;Uruguay;CB;31;180;78
1050;Sánchez;77;Fiorentina;Calcio A;Colombia;CDM;32;182;82
1051;Nordtveit;77;TSG 1899 Hoffenheim;Bundesliga;Norway;CB;28;188;83
1052;Rosales;77;Málaga CF;LaLiga Santander;Venezuela;RB;29;175;70
1053;Gradel;77;Toulouse Football Club;Ligue 1 Conforama;CÃ´te d'Ivoire;CAM;30;177;70
1054;Albrighton;77;Leicester City;Premier League;England;LM;28;174;67
1055;Saivet;77;Newcastle United;Premier League;Senegal;CM;27;175;73
1056;Chedjou;77;Medipol Ba?ak?ehir FK;Süper Lig;Cameroon;CB;33;184;77
1057;Sissoko;77;Tottenham Hotspur;Premier League;France;RM;29;187;91
1058;Delph;77;Manchester City;Premier League;England;CM;28;174;60
1059;Yuri;77;Paris Saint-Germain;Ligue 1 Conforama;Spain;LB;28;181;80
1060;Rui Fonte;77;Fulham;EFL Championship;Portugal;ST;28;181;73
1061;Subotic;77;Borussia Dortmund;Bundesliga;Serbia;CB;29;191;83
1062;Choupo-Moting;77;Stoke City;Premier League;Cameroon;LM;29;191;91
1063;Terodde;77;VfB Stuttgart;Bundesliga;Germany;ST;30;192;83
1064;Roncaglia;77;RC Celta;LaLiga Santander;Argentina;CB;31;179;76
1065;Carcela-González;77;Olympiacos CFP;Hellas Liga;Morocco;RM;29;176;67
1066;Fernando;77;Galatasaray SK;Süper Lig;Brazil;CDM;31;183;76
1067;Sankharé;77;FC Girondins de Bordeaux;Ligue 1 Conforama;Senegal;CM;29;184;80
1068;Lang;77;FC Basel;Raiffeisen Super League;Switzerland;RB;27;185;79
1069;Alessandrini;77;LA Galaxy;Major League Soccer;France;RM;29;173;70
1070;Allen;77;Stoke City;Premier League;Wales;CM;28;168;62
1071;Yoel;77;SD Eibar;LaLiga Santander;Spain;GK;30;185;78
1072;Popov;77;Spartak Moscow;Russian Football Premier League;Bulgaria;CAM;30;185;77
1073;King;77;Bournemouth;Premier League;Norway;ST;26;180;74
1074;Hernández;77;Club León;LIGA Bancomer MX;Mexico;RM;30;171;65
1075;Fer;77;Swansea City;Premier League;Holland;CM;28;188;90
1076;Radovanovic;77;Chievo Verona;Calcio A;Serbia;CDM;30;187;80
1077;Kouyaté;77;West Ham United;Premier League;Senegal;CDM;28;189;83
1078;Kcvrak;77;Trabzonspor;Süper Lig;Turkey;GK;30;187;74
1079;Diouf;77;Stoke City;Premier League;Senegal;ST;30;185;76
1080;Tolói;77;Atalanta;Calcio A;Brazil;CB;27;185;75
1081;Carioca;77;Tigres U.A.N.L.;LIGA Bancomer MX;Brazil;CM;29;179;72
1082;Holtby;77;Hamburger SV;Bundesliga;Germany;CAM;28;176;72
1083;Janmaat;77;Watford;Premier League;Holland;RB;29;185;80
1084;Phillips;77;West Bromwich Albion;Premier League;Scotland;RM;27;183;75
1085;Hanni;77;RSC Anderlecht;Belgium Pro League;Algeria;LM;27;178;72
1086;Valdifiori;77;Torino;Calcio A;Italy;CDM;32;185;71
1087;Dragovic;77;Leicester City;Premier League;Austria;CB;27;184;76
1088;Shelvey;77;Newcastle United;Premier League;England;CM;26;185;80
1089;Risse;77;1. FC Köln;Bundesliga;Germany;RM;28;183;75
1090;Oczipka;77;FC Schalke 04;Bundesliga;Germany;LB;29;185;85
1091;Latza;77;1. FSV Mainz 05;Bundesliga;Germany;CM;28;179;76
1092;Ekici;77;Fenerbahçe SK;Süper Lig;Turkey;CAM;28;180;76
1093;Salibur;77;En Avant de Guingamp;Ligue 1 Conforama;France;RM;27;177;76
1094;André;77;Stade Rennais FC;Ligue 1 Conforama;France;CDM;28;180;76
1095;Arslan;77;Be?ikta? JK;Süper Lig;Turkey;CM;28;180;77
1096;Rincón;77;Torino;Calcio A;Venezuela;CM;30;177;76
1097;csako;77;1. FC Köln;Bundesliga;Japan;CF;28;182;71
1098;Reyes;77;FC Porto;Liga NOS;Mexico;CB;26;189;74
1099;Bertolacci;77;Genoa;Calcio A;Italy;CM;27;178;75
1100;Bruno César;77;Sporting CP;Liga NOS;Brazil;LM;29;177;75
1101;Sané;77;SV Werder Bremen;Bundesliga;Senegal;CB;31;192;77
1102;Aquino;77;Tigres U.A.N.L.;LIGA Bancomer MX;Mexico;LM;28;168;62
1103;Nyom;77;West Bromwich Albion;Premier League;Cameroon;LB;30;188;81
1104;Cook;77;Bournemouth;Premier League;England;CB;27;185;82
1105;Pröpper;77;Brighton & Hove Albion;Premier League;Holland;CM;27;185;79
1106;Braithwaite;77;Middlesbrough;EFL Championship;Denmark;ST;27;177;77
1107;Pejcinovic;77;Lokomotiv Moscow;Russian Football Premier League;Serbia;CB;30;185;80
1108;André Pinto;77;Sporting CP;Liga NOS;Portugal;CB;29;194;86
1109;Potuk;77;Fenerbahçe SK;Süper Lig;Turkey;CAM;27;177;67
1110;Gray;77;Watford;Premier League;England;ST;27;180;78
1111;Okazaki;77;Leicester City;Premier League;Japan;CF;32;174;70
1112;Montoya;77;Valencia CF;LaLiga Santander;Spain;RB;27;174;72
1113;Mooy;77;Huddersfield Town;Premier League;Australia;CM;28;174;78
1114;Cairney;77;Fulham;EFL Championship;Scotland;CM;27;183;72
1115;Ings;77;Liverpool;Premier League;England;ST;26;178;73
1116;Pabón;77;Monterrey;LIGA Bancomer MX;Colombia;LW;30;168;73
1117;Imbula;77;Toulouse Football Club;Ligue 1 Conforama;France;CM;26;186;77
1118;Toornstra;77;Feyenoord;Eredivisie;Holland;CAM;29;178;74
1119;Abdennour;77;Olympique de Marseille;Ligue 1 Conforama;Tunisia;CB;29;187;84
1120;Jordi Amat;77;Real Betis;LaLiga Santander;Spain;CB;26;185;83
1121;Stambouli;77;FC Schalke 04;Bundesliga;France;CDM;28;180;82
1122;Bell;77;1. FSV Mainz 05;Bundesliga;Germany;CB;27;192;88
1123;Pogba;77;AS Saint-Étienne;Ligue 1 Conforama;Guinea;CB;28;189;93
1124;Luis Alberto;77;Lazio;Calcio A;Spain;CAM;26;183;74
1125;Sergio León;77;Real Betis;LaLiga Santander;Spain;ST;29;178;73
1126;Redmond;77;Southampton;Premier League;England;LM;24;173;69
1127;Ryan;77;Brighton & Hove Albion;Premier League;Australia;GK;26;184;82
1128;Aránguiz;77;Bayer 04 Leverkusen;Bundesliga;Chile;CM;29;171;71
1129;Álvarez;77;R. Sporting;LaLiga 1 I 2 I 3;Spain;CM;26;183;73
1130;Clasie;77;Club Brugge KV;Belgium Pro League;Holland;CDM;27;169;66
1131;Gálvez;77;SD Eibar;LaLiga Santander;Spain;CB;29;188;79
1132;Sergi Gómez;77;RC Celta;LaLiga Santander;Spain;CB;26;185;77
1133;Funes Mori;77;Everton;Premier League;Argentina;CB;27;186;78
1134;Eduardo;77;SC Braga;Liga NOS;Portugal;LM;28;179;73
1135;Campaña;77;Levante UD;LaLiga Santander;Spain;CDM;25;179;72
1136;Pedro Obiang;77;West Ham United;Premier League;Spain;CDM;26;185;75
1137;Blandi;77;San Lorenzo de Almagro;Primera División;Argentina;ST;28;180;76
1138;Bruno;77;Getafe CF;LaLiga Santander;Spain;CB;28;185;86
1139;Tello;77;Real Betis;LaLiga Santander;Spain;RM;27;178;65
1140;Uth;77;TSG 1899 Hoffenheim;Bundesliga;Germany;ST;27;185;74
1141;Juan Jesus;77;Roma;Calcio A;Brazil;CB;27;185;76
1142;De Préville;77;FC Girondins de Bordeaux;Ligue 1 Conforama;France;ST;27;182;77
1143;Krejcí;77;Bologna;Calcio A;Czech Republic;LW;26;180;68
1144;Tctcrucanu;77;FC Nantes;Ligue 1 Conforama;Romania;GK;32;196;86
1145;Sørensen;77;1. FC Köln;Bundesliga;Denmark;CB;26;194;88
1146;Veretout;77;Fiorentina;Calcio A;France;CM;25;176;67
1147;Recio;77;Málaga CF;LaLiga Santander;Spain;CDM;27;183;74
1148;Hinteregger;77;FC Augsburg;Bundesliga;Austria;CB;26;185;86
1149;Sturaro;77;Juventus;Calcio A;Italy;CM;25;181;82
1150;Gouweleeuw;77;FC Augsburg;Bundesliga;Holland;CB;27;187;75
1151;Jesé;77;Stoke City;Premier League;Spain;LM;25;178;72
1152;Defrel;77;Roma;Calcio A;France;ST;27;180;79
1153;Álvaro;77;Villarreal CF;LaLiga Santander;Spain;CB;28;180;68
1154;Carrillo;77;Watford;Premier League;Peru;RM;27;181;78
1155;Kongolo;77;AS Monaco Football Club SA;Ligue 1 Conforama;Holland;LB;24;188;70
1156;Vaclík;77;FC Basel;Raiffeisen Super League;Czech Republic;GK;29;188;85
1157;Reynet;77;Dijon FCO;Ligue 1 Conforama;France;GK;27;185;85
1158;Arias;77;PSV;Eredivisie;Colombia;RB;26;175;72
1159;Luís Neto;77;Fenerbahçe SK;Süper Lig;Portugal;CB;30;187;71
1160;Mário Rui;77;Napoli;Calcio A;Portugal;LB;27;170;67
1161;Campbell;77;Real Betis;LaLiga Santander;Costa Rica;RM;26;178;72
1162;Pickford;77;Everton;Premier League;England;GK;24;185;77
1163;Marcelo;77;Rio Ave FC;Liga NOS;Brazil;CB;29;182;74
1164;Meïté;77;AS Monaco Football Club SA;Ligue 1 Conforama;France;CDM;24;187;80
1165;Gentiletti;77;Genoa;Calcio A;Argentina;CB;33;186;77
1166;Sánchez;77;Monterrey;LIGA Bancomer MX;Uruguay;CM;33;170;66
1167;Hernández;77;Málaga CF;LaLiga Santander;Spain;CB;29;182;74
1168;Haller;77;Eintracht Frankfurt;Bundesliga;France;ST;24;190;88
1169;Feddal;77;Real Betis;LaLiga Santander;Morocco;CB;28;191;83
1170;Pavoletti;77;Cagliari;Calcio A;Italy;ST;29;188;78
1171;Kapino;77;Olympiacos CFP;Hellas Liga;Greece;GK;24;196;91
1172;Chirichec;77;Napoli;Calcio A;Romania;CB;28;184;75
1173;Younes;77;Ajax;Eredivisie;Germany;LW;25;168;70
1174;Willems;77;Eintracht Frankfurt;Bundesliga;Holland;LB;24;170;75
1175;Milivojevic;77;Crystal Palace;Premier League;Serbia;CDM;27;186;80
1176;Paredes;77;Zenit St. Petersburg;Russian Football Premier League;Argentina;CDM;24;180;75
1177;Lukaku;77;Lazio;Calcio A;Belgium;LB;24;186;77
1178;Marçal;77;Olympique Lyonnais;Ligue 1 Conforama;Brazil;LB;29;178;74
1179;Durm;77;Borussia Dortmund;Bundesliga;Germany;LB;26;183;72
1180;Veltman;77;Ajax;Eredivisie;Holland;RB;26;182;73
1181;Vitinho;77;CSKA Moscow;Russian Football Premier League;Brazil;ST;24;180;76
1182;Januzaj;77;Real Sociedad;LaLiga Santander;Belgium;LM;23;182;75
1183;Baba;77;Chelsea;Premier League;Ghana;LB;24;179;70
1184;Pacheco;77;D. Alavés;LaLiga Santander;Spain;GK;26;186;81
1185;Partey;77;Atlético Madrid;LaLiga Santander;Ghana;CDM;25;185;75
1186;Jozabed;77;RC Celta;LaLiga Santander;Spain;CAM;27;180;67
1187;Córdoba;77;1. FC Köln;Bundesliga;Colombia;ST;25;185;85
1188;Hofmann;77;Borussia Mönchengladbach;Bundesliga;Germany;RM;26;176;70
1189;Otávio;77;FC Porto;Liga NOS;Brazil;LM;23;172;71
1190;Jonny;77;RC Celta;LaLiga Santander;Spain;LB;24;175;70
1191;Quintero;77;Independiente Medellín;Liga Dimayor;Colombia;CAM;25;169;64
1192;Steffen;77;FC Basel;Raiffeisen Super League;Switzerland;LM;26;170;65
1193;Ferreira;77;SC Braga;Liga NOS;Portugal;CB;25;190;76
1194;De Blasis;77;1. FSV Mainz 05;Bundesliga;Argentina;LM;30;165;65
1195;Grifo;77;Borussia Mönchengladbach;Bundesliga;Italy;LM;25;180;72
1196;Fernandes;77;Sporting CP;Liga NOS;Portugal;CAM;24;179;69
1197;Rony Lopes;77;AS Monaco Football Club SA;Ligue 1 Conforama;Portugal;RM;22;174;68
1198;Duarte;77;RCD Espanyol;LaLiga Santander;Costa Rica;CB;29;186;81
1199;Lemina;77;Southampton;Premier League;Gabon;CM;25;184;85
1200;Elneny;77;Arsenal;Premier League;Egypt;CDM;26;180;70
1201;Rolán;77;Málaga CF;LaLiga Santander;Uruguay;ST;25;178;70
1202;Zobnin;77;Spartak Moscow;Russian Football Premier League;Russia;CDM;24;182;72
1203;Azmoun;77;Rubin Kazan;Russian Football Premier League;Iran;ST;23;186;79
1204;Torres;77;D. Alavés;LaLiga Santander;Colombia;CDM;28;183;81
1205;Armani;77;Atlético Nacional;Liga Dimayor;Argentina;GK;31;189;89
1206;Kranevitter;77;Zenit St. Petersburg;Russian Football Premier League;Argentina;CDM;25;179;75
1207;Pérez;77;Boca Juniors;Primera División;Argentina;CM;33;175;71
1208;Widmer;77;Udinese;Calcio A;Switzerland;RB;25;182;79
1209;Tete;77;Olympique Lyonnais;Ligue 1 Conforama;Holland;RB;22;180;71
1210;Halilovic;77;UD Las Palmas;LaLiga Santander;Croatia;CAM;22;170;61
1211;Politano;77;Sassuolo;Calcio A;Italy;LW;25;171;65
1212;Wallace;77;Lazio;Calcio A;Brazil;CB;23;191;85
1213;Wendell;77;Bayer 04 Leverkusen;Bundesliga;Brazil;LB;25;176;71
1214;Philipp;77;Borussia Dortmund;Bundesliga;Germany;CF;24;183;76
1215;Bastos;77;Lazio;Calcio A;Angola;CB;26;180;77
1216;Torrico;77;San Lorenzo de Almagro;Primera División;Argentina;GK;38;186;84
1217;Hoedt;77;Southampton;Premier League;Holland;CB;24;188;77
1218;Sandro;77;Everton;Premier League;Spain;ST;23;175;71
1219;Henrique;77;Vitória Guimarães;Liga NOS;Brazil;CB;25;190;88
1220;Nkoudou;77;Tottenham Hotspur;Premier League;France;LM;23;175;73
1221;Bruno Varela;77;SL Benfica;Liga NOS;Portugal;GK;23;191;87
1222;Živkovic;77;SL Benfica;Liga NOS;Serbia;RM;22;169;70
1223;Schöpf;77;FC Schalke 04;Bundesliga;Austria;RM;24;178;73
1224;Kalinic;77;KAA Gent;Belgium Pro League;Croatia;GK;28;201;99
1225;Badou Ndiaye;77;Galatasaray SK;Süper Lig;Senegal;CAM;27;180;76
1226;Pau López;77;RCD Espanyol;LaLiga Santander;Spain;GK;23;189;77
1227;Driussi;77;Zenit St. Petersburg;Russian Football Premier League;Argentina;ST;22;179;82
1228;Özbayraklc;77;Fenerbahçe SK;Süper Lig;Turkey;RB;28;171;71
1229;Rúben Neves;77;Wolverhampton Wanderers;EFL Championship;Portugal;CDM;21;180;75
1230;Diogo Jota;77;Wolverhampton Wanderers;EFL Championship;Portugal;LW;21;178;70
1231;Vallejo;77;Real Madrid;LaLiga Santander;Spain;CB;21;183;74
1232;Amiri;77;TSG 1899 Hoffenheim;Bundesliga;Germany;CAM;21;180;73
1233;Bruno Gaspar;77;Fiorentina;Calcio A;Portugal;RB;25;180;69
1234;Llorente;77;Real Madrid;LaLiga Santander;Spain;CDM;23;180;71
1235;Elustondo;77;Real Sociedad;LaLiga Santander;Spain;RB;24;178;72
1236;Coco;77;En Avant de Guingamp;Ligue 1 Conforama;France;LM;22;180;75
1237;Fornals;77;Villarreal CF;LaLiga Santander;Spain;CAM;22;178;67
1238;Vitor Hugo;77;Fiorentina;Calcio A;Brazil;CB;27;187;80
1239;Ndidi;77;Leicester City;Premier League;Nigeria;CDM;21;187;80
1240;Marega;77;FC Porto;Liga NOS;Mali;ST;27;186;83
1241;Pellegrini;77;Roma;Calcio A;Italy;CM;22;186;77
1242;Dalbert;77;Inter;Calcio A;Brazil;LB;25;181;70
1243;Lemos;77;UD Las Palmas;LaLiga Santander;Uruguay;CB;22;187;80
1244;Diawara;77;Napoli;Calcio A;Guinea;CDM;21;184;74
1245;Lafont;77;Toulouse Football Club;Ligue 1 Conforama;France;GK;19;193;82
1246;Boyko;77;Be?ikta? JK;Süper Lig;Ukraine;GK;30;194;82
1247;Schick;77;Roma;Calcio A;Czech Republic;ST;22;186;73
1248;Rémy;77;UD Las Palmas;LaLiga Santander;France;ST;31;185;80
1249;Timor;77;Girona FC;LaLiga Santander;Spain;CDM;28;186;80
1250;Geis;77;Sevilla FC;LaLiga Santander;Germany;CDM;25;181;81
1251;Pereira;77;Valencia CF;LaLiga Santander;Brazil;LM;22;178;66
1252;Sørloth;77;FC Midtjylland;Alka Superliga;Norway;ST;22;194;90
1253;Janssen;77;Fenerbahçe SK;Süper Lig;Holland;ST;24;183;88
1254;Babacar;76;Fiorentina;Calcio A;Senegal;ST;25;185;76
1255;Wiedwald;76;Leeds United;EFL Championship;Germany;GK;28;190;82
1256;Ayew;76;Swansea City;Premier League;Ghana;ST;27;182;81
1257;Martin;76;RC Strasbourg Alsace;Ligue 1 Conforama;France;CM;28;184;76
1258;Djilobodji;76;Dijon FCO;Ligue 1 Conforama;Senegal;CB;29;193;82
1259;Ortíz;76;Monterrey;LIGA Bancomer MX;Paraguay;CDM;29;175;70
1260;Ketkeophomphone;76;Angers SCO;Ligue 1 Conforama;France;ST;28;180;71
1261;Murillo;76;Pachuca;LIGA Bancomer MX;Colombia;CB;30;183;79
1262;Natcho;76;CSKA Moscow;Russian Football Premier League;Israel;CDM;30;176;77
1263;Mendy;76;OGC Nice;Ligue 1 Conforama;France;CDM;26;168;68
1264;Iturbe;76;Club Tijuana;LIGA Bancomer MX;Paraguay;RW;25;169;62
1265;Klose;76;Norwich City;EFL Championship;Switzerland;CB;30;193;87
1266;Pallois;76;FC Nantes;Ligue 1 Conforama;France;CB;31;188;90
1267;Sebá;76;Olympiacos CFP;Hellas Liga;Brazil;LM;26;179;73
1268;Ibai Gómez;76;D. Alavés;LaLiga Santander;Spain;LM;28;177;72
1269;Letellier;76;Angers SCO;Ligue 1 Conforama;France;GK;27;193;93
1270;Lowton;76;Burnley;Premier League;England;RB;29;180;78
1271;Praet;76;Sampdoria;Calcio A;Belgium;CAM;24;181;78
1272;Alan Patrick;76;Shakhtar Donetsk;Ukrayina Liha;Brazil;CAM;27;178;68
1273;Berghuis;76;Feyenoord;Eredivisie;Holland;RW;26;182;72
1274;Rupp;76;TSG 1899 Hoffenheim;Bundesliga;Germany;CM;27;178;73
1275;Bešic;76;Everton;Premier League;Bosnia and Herzegovina;CDM;26;180;80
1276;Poloz;76;Zenit St. Petersburg;Russian Football Premier League;Russia;ST;27;183;73
1277;Kondogbia;76;Valencia CF;LaLiga Santander;France;CDM;25;188;76
1278;Musa;76;Leicester City;Premier League;Nigeria;ST;25;176;65
1279;Bicakcic;76;TSG 1899 Hoffenheim;Bundesliga;Bosnia and Herzegovina;CB;28;185;85
1280;Brady;76;Burnley;Premier League;Republic of Ireland;LM;26;175;69
1281;Piccini;76;Sporting CP;Liga NOS;Italy;RB;26;189;79
1282;Kurtic;76;Atalanta;Calcio A;Slovenia;CM;29;186;88
1283;Chandler;76;Eintracht Frankfurt;Bundesliga;United States;RB;28;186;81
1284;Serantes;76;CD Leganés;LaLiga Santander;Spain;GK;28;183;76
1285;Espinosa;76;Granada CF;LaLiga 1 I 2 I 3;Spain;CAM;26;173;67
1286;Aleix Vidal;76;FC Barcelona;LaLiga Santander;Spain;RB;29;177;69
1287;Roussillon;76;Montpellier Hérault SC;Ligue 1 Conforama;France;LB;25;175;80
1288;Spinazzola;76;Atalanta;Calcio A;Italy;LM;25;186;75
1289;Moledo;76;Panathinaikos FC;Hellas Liga;Brazil;CB;30;188;84
1290;Trebel;76;RSC Anderlecht;Belgium Pro League;France;CM;27;174;71
1291;Andersen;76;Grasshopper Club Zürich;Raiffeisen Super League;Denmark;CAM;24;184;73
1292;Knockaert;76;Brighton & Hove Albion;Premier League;France;RM;26;172;69
1293;Ayoub;76;FC Utrecht;Eredivisie;Morocco;CM;24;174;70
1294;Musonda;76;Chelsea;Premier League;Belgium;RM;21;173;66
1295;Berahino;76;Stoke City;Premier League;England;ST;25;180;83
1296;Korb;76;Hannover 96;Bundesliga;Germany;RB;26;177;70
1297;Locadia;76;PSV;Eredivisie;Holland;ST;24;185;87
1298;Van Leer;76;Ajax;Eredivisie;Holland;GK;26;187;76
1299;Ruidíaz;76;Monarcas Morelia;LIGA Bancomer MX;Peru;ST;28;169;66
1300;Pereyra;76;FC Krasnodar;Russian Football Premier League;Uruguay;CM;28;170;63
1301;Boëtius;76;Feyenoord;Eredivisie;Holland;LW;24;179;63
1302;Moreno;76;Liverpool;Premier League;Spain;LB;26;171;65
1303;Ocampos;76;Olympique de Marseille;Ligue 1 Conforama;Argentina;LW;24;187;84
1304;Denswil;76;Club Brugge KV;Belgium Pro League;Holland;CB;25;185;82
1305;Jairo;76;1. FSV Mainz 05;Bundesliga;Spain;LM;25;173;69
1306;De Sciglio;76;Juventus;Calcio A;Italy;LB;25;183;74
1307;Pereira;76;Trabzonspor;Süper Lig;Portugal;RB;34;172;66
1308;Benzia;76;LOSC Lille;Ligue 1 Conforama;Algeria;CAM;24;178;74
1309;Torres;76;CA Osasuna;LaLiga 1 I 2 I 3;Spain;CM;29;178;72
1310;Bressan;76;Chaves;Liga NOS;Belarus;CM;29;182;75
1311;Damm;76;Tigres U.A.N.L.;LIGA Bancomer MX;Mexico;RM;25;187;69
1312;Roger;76;Levante UD;LaLiga Santander;Spain;ST;27;179;74
1313;Poulsen;76;RB Leipzig;Bundesliga;Denmark;ST;24;193;78
1314;Martínez;76;Atlanta United;Major League Soccer;Venezuela;ST;25;170;69
1315;Strobl;76;Borussia Mönchengladbach;Bundesliga;Germany;CDM;28;188;77
1316;Matheus;76;SC Braga;Liga NOS;Brazil;GK;26;187;76
1317;Saïss;76;Wolverhampton Wanderers;EFL Championship;Morocco;CDM;28;190;76
1318;Dabbur;76;FC Red Bull Salzburg;Österreichische Fußball-Bundesliga;Israel;ST;26;181;77
1319;Duncan;76;Sassuolo;Calcio A;Ghana;CM;25;178;78
1320;Jullien;76;Toulouse Football Club;Ligue 1 Conforama;France;CB;25;196;88
1321;Mascarell;76;Eintracht Frankfurt;Bundesliga;Spain;CDM;25;181;74
1322;Al Abed;76;Al Hilal;Dawry Jameel;Saudi Arabia;LM;28;170;59
1323;Guilherme;76;RC Deportivo;LaLiga Santander;Brazil;CDM;27;179;77
1324;Vázquez;76;Guadalajara;LIGA Bancomer MX;Mexico;CDM;30;166;64
1325;Larsson;76;Feyenoord;Eredivisie;Sweden;LW;25;179;70
1326;Kiyotake;76;Cerezo Osaka;Meiji Yasuda J1 League;Japan;CAM;28;172;66
1327;Ghezzal;76;AS Monaco Football Club SA;Ligue 1 Conforama;Algeria;RW;26;182;65
1328;Stendera;76;Eintracht Frankfurt;Bundesliga;Germany;CAM;22;173;73
1329;Emerson;76;Roma;Calcio A;Italy;LWB;24;176;63
1330;Mbemba;76;Newcastle United;Premier League;Congo DR;CB;24;182;82
1331;Manquillo;76;Newcastle United;Premier League;Spain;RB;24;180;72
1332;Hurtado;76;Vitória Guimarães;Liga NOS;Peru;CAM;28;176;72
1333;Lapadula;76;Genoa;Calcio A;Italy;ST;28;178;69
1334;Hahn;76;Hamburger SV;Bundesliga;Germany;ST;28;185;80
1335;Niederlechner;76;Sport-Club Freiburg;Bundesliga;Germany;ST;27;186;86
1336;Beric;76;RSC Anderlecht;Belgium Pro League;Slovenia;ST;27;188;83
1337;Markovic;76;Liverpool;Premier League;Serbia;RM;24;175;65
1338;Kohr;76;Bayer 04 Leverkusen;Bundesliga;Germany;CDM;24;183;75
